2019-04-21 16:15:19.281 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Member - Technology Management - Bengaluru/Bangalore, Pune - EdgeVerve Systems Limited - 2 to 6 years of experience
2019-04-21 16:15:39.599 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: MNC Hiring Automation Selenium Testing@mumbai-pune - Mumbai, Pune, Navi Mumbai - Sellcraft Global Solutions Private Limited - 3 to 5 years of experience
2019-04-21 16:15:39.832 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Blue Color Apply button is dispayed : Apply
2019-04-21 16:15:40.049 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Apply button clicked on postion : 174248
2019-04-21 16:15:40.637 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - update carieer pop-up displayed
2019-04-21 16:15:43.035 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated back to >>>>>>>>>>>>>>>>>>>>>>>>>>> : CDWINDOW-E406328A08DAC8F2D38989097C3E8C38
2019-04-21 16:15:43.155 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Job Name ================================> Urgent Openings for Automation(qtp, Selenium, ETL)
2019-04-21 16:15:43.298 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Organisation Name ================================> Capgemini Technology Services India Limited
2019-04-21 16:15:43.391 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Salary offere ranged: INR 4,00,000 - 6,00,000 P.A.
2019-04-21 16:15:43.806 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Selenium - Pune - Accenture - 2 to 6 years of experience
2019-04-21 16:16:03.990 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Member - Technology Management - Bengaluru/Bangalore, Pune - EdgeVerve Systems Limited - 2 to 6 years of experience
2019-04-21 16:16:24.433 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Urgent Openings for Automation(qtp, Selenium, ETL) - Chennai, Hyderabad / Secunderabad, Pune - Faxhion Technologies Private Limited - 2 to 4 years of experience
2019-04-21 16:16:24.675 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Blue Color Apply button is dispayed : Apply
2019-04-21 16:16:24.865 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Apply button clicked on postion : 174231
2019-04-21 16:16:25.541 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - update carieer pop-up displayed
2019-04-21 16:16:27.985 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated back to >>>>>>>>>>>>>>>>>>>>>>>>>>> : CDWINDOW-E406328A08DAC8F2D38989097C3E8C38
2019-04-21 16:16:28.150 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Job Name ================================> Selenium Test Engineer 2 to 4
2019-04-21 16:16:28.253 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Organisation Name ================================> Pune
2019-04-21 16:16:28.376 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Salary offere ranged: Not disclosed
2019-04-21 16:16:28.745 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Selenium - Pune - Accenture - 2 to 6 years of experience
2019-04-21 16:16:48.947 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Member - Technology Management - Bengaluru/Bangalore, Pune - EdgeVerve Systems Limited - 2 to 6 years of experience
